date	inst	cdu	spd	gru	fdp	lin	pir	afd	son
2004-03-05	Forschgr.Wahlen	57	21	11	3	4			4
2004-03-04	Emnid	48	24	11	8	5			4
2004-03-02	Forsa	47	26	12	8	4			3
2004-02-27	Infratestdimap	47	25	11	9	5			3
2004-02-26	Emnid	48	24	11	7	5			5
2004-02-24	Forsa	47	26	11	7	5			4
2004-02-20	Infratestdimap	47	25	11	9	5			3
2004-02-19	Emnid	47	24	12	8	5			4
2004-02-19	GMS	49.2	24.6	11.1	7.9	3.6			3.6
2004-02-18	Allensbach	47.8	24.2	10.4	8.4	5.2			4.0
2004-02-17	Forsa	47	26	11	7	5			4
2004-02-13	Infratestdimap	48	24	11	8	5			4
2004-02-13	Forschgr.Wahlen	52	26	10	6	4			2
2004-02-11	Emnid	49	24	11	7	5			4
2004-02-10	Forsa	47	26	11	8	4			4
2004-02-06	Infratestdimap	49	24	11	8	5			3
2004-02-05	Emnid	48	26	11	7	5			3
2004-02-03	Forsa	49	24	10	8	5			4
2004-01-30	Infratestdimap	48	25	11	8	5			3
2004-01-29	Emnid	49	25	11	7	5			3
2004-01-28	Allensbach	46.9	25.3	10.6	7.9	5.2			4.1
2004-01-27	Forsa	50	24	9	8	5			4
2004-01-23	Infratestdimap	47	25	12	8	5			3
2004-01-22	Emnid	48	26	11	7	5			3
2004-01-22	GMS	49.1	25.1	11.5	7.7	3.5			3.1
2004-01-20	Forsa	49	26	10	7	4			4
2004-01-16	Infratestdimap	48	26	11	7	5			3
2004-01-16	Forschgr.Wahlen	52	23	11	5	5			4
2004-01-15	Emnid	48	27	10	7	5			3
2004-01-13	Forsa	48	27	11	6	5			3
2004-01-09	Infratestdimap	48	26	10	7	5			4
2004-01-08	Emnid	47	27	10	7	5			4
2004-01-06	Forsa	48	28	10	6	4			4
2004-01-01	Emnid	48	28	10	6	4			4
2003-12-31	Forsa	49	27	11	6	4			3
2003-12-22	Forsa	49	28	10	6	4			3
2003-12-19	Infratestdimap	49	26	11	6	4			4
2003-12-18	Emnid	49	26	10	7	5			3
2003-12-18	GMS	49.6	25.1	11.4	7.3	3.4			3.2
2003-12-17	Allensbach	47.4	25.5	11.4	7.8	4.8			3.1
2003-12-16	Forsa	47	27	11	7	5			3
2003-12-12	Infratestdimap	50	25	10	7	4			4
2003-12-12	Forschgr.Wahlen	52	23	11	5	4			5
2003-12-11	Emnid	50	25	10	7	4			4
2003-12-09	Forsa	48	26	11	6	5			4
2003-12-05	Infratestdimap	51	26	10	6	3			4
2003-12-04	Emnid	49	26	10	7	5			3
2003-12-02	Forsa	48	26	11	7	4			4
2003-11-28	Infratestdimap	49	27	11	7	3			3
2003-11-28	Forschgr.Wahlen	51	26	10	5	4			4
2003-11-27	Emnid	48	26	10	7	5			4
2003-11-25	Forsa	47	26	11	7	5			4
2003-11-21	Infratestdimap	49	27	11	7	3			3
2003-11-21	GMS	49.2	24.7	11.6	7.5	3			4.0
2003-11-20	Emnid	50	24	10	7	5			4
2003-11-18	Forsa	48	25	11	7	5			4
2003-11-14	Infratestdimap	50	25	11	6	4			4
2003-11-14	Forschgr.Wahlen	52	25	11	5	4			3
2003-11-13	Emnid	50	24	11	6	5			4
2003-11-12	Allensbach	46.9	26.1	11.1	7.4	4.8			3.7
2003-11-11	Forsa	49	25	11	6	5			4
2003-11-07	Infratestdimap	51	24	10	7	4			4
2003-11-06	Emnid	49	25	11	7	4			4
2003-11-05	Forsa	51	23	11	6	5			4
2003-10-31	Infratestdimap	51	24	11	6	4			4
2003-10-30	Emnid	50	25	11	7	4			3
2003-10-28	Forsa	51	24	11	7	4			3
2003-10-24	Infratestdimap	50	25	12	6	3			4
2003-10-24	Forschgr.Wahlen	53	22	9	6	4			6
2003-10-23	Emnid	50	26	11	6	3			4
2003-10-23	GMS	50.1	25.7	11.7	7	2.4			3.1
2003-10-22	Infratestdimap	50	25	12	6	3			4
2003-10-21	Forsa	51	25	11	6	4			3
2003-10-17	Infratestdimap	50	26	11	5	3			5
2003-10-16	Emnid	49	27	11	6	4			3
2003-10-15	Allensbach	46.8	26.9	11.2	7.8	4.3			3.0
2003-10-14	Forsa	51	25	11	6	4			3
2003-10-10	Infratestdimap	50	26	11	5	3			5
2003-10-10	Forschgr.Wahlen	52	27	11	5	2			3
2003-10-09	Emnid	50	27	11	5	4			3
2003-10-07	Forsa	50	26	11	6	4			3
2003-10-03	Infratestdimap	50	27	11	5	3			4
2003-10-02	Emnid	49	27	12	5	4			3
2003-09-30	Forsa	50	26	12	6	3			3
2003-09-26	Infratestdimap	48	28	11	6	4			3
2003-09-25	Emnid	46	29	11	6	5			3
2003-09-23	Forsa	47	28	11	7	3			4
2003-09-19	Infratestdimap	46	29	10	7	4			4
2003-09-18	Emnid	46	30	10	6	5			3
2003-09-17	Allensbach	43.7	30.8	9.7	7.9	4.6			3.3
2003-09-17	GMS	47.5	27.7	11.5	7.9	2.5			2.9
2003-09-16	Forsa	46	30	11	7	3			3
2003-09-12	Infratestdimap	46	30	9	6	4			5
2003-09-12	Forschgr.Wahlen	49	26	11	8	3			3
2003-09-11	Emnid	46	29	10	7	5			3
2003-09-09	Forsa	45	30	12	7	3			3
2003-09-05	Infratestdimap	46	29	10	6	4			5
2003-09-04	Emnid	44	31	11	6	5			3
2003-09-02	Forsa	44	30	11	7	4			4
2003-08-29	Infratestdimap	46	30	10	6	4			4
2003-08-28	Emnid	45	30	11	7	4			3
2003-08-27	GMS	47.2	27.7	11.3	7.9	2.6			3.3
2003-08-26	Forsa	44	30	11	7	4			4
2003-08-22	Infratestdimap	46	30	10	7	4			3
2003-08-22	Forschgr.Wahlen	48	28	12	6	3			3
2003-08-21	Emnid	44	31	10	7	4			4
2003-08-20	Allensbach	43.7	31	9.9	7.6	4.3			3.5
2003-08-19	Forsa	43	30	11	8	4			4
2003-08-15	Infratestdimap	45	30	10	8	3			4
2003-08-14	Emnid	45	32	10	6	5			2
2003-08-12	Forsa	45	30	11	7	4			3
2003-08-08	Infratestdimap	46	30	10	7	4			3
2003-08-07	Emnid	44	31	10	7	5			3
2003-08-05	Forsa	46	31	10	6	4			3
2003-08-01	Infratestdimap	46	31	9	6	4			4
2003-07-31	Emnid	45	31	11	7	4			2
2003-07-31	Emnid	45	31	11	7	4			2
2003-07-29	Forsa	45	31	11	7	3			3
2003-07-25	Infratestdimap	45	31	10	7	4			3
2003-07-24	Emnid	45	32	10	6	4			3
2003-07-23	Allensbach	42.9	30.6	10	7.8	4.4			4.3
2003-07-23	GMS	47	28.8	10.9	7.9	2.4			3.0
2003-07-22	Forsa	44	32	10	7	4			3
2003-07-18	Infratestdimap	46	31	10	6	4			3
2003-07-18	Forschgr.Wahlen	49	31	9	5	3			3
2003-07-17	Emnid	44	32	10	7	4			3
2003-07-15	Forsa	45	32	11	6	3			3
2003-07-11	Infratestdimap	46	32	9	6	4			3
2003-07-10	Emnid	45	31	11	6	4			3
2003-07-08	Forsa	44	32	10	7	4			3
2003-07-04	Infratestdimap	47	30	10	7	4			2
2003-07-03	Emnid	46	30	10	6	4			4
2003-07-02	Forsa	45	32	10	6	4			3
2003-06-27	Infratestdimap	47	30	10	6	4			3
2003-06-27	Forschgr.Wahlen	55	24	10	5	3			3
2003-06-26	Emnid	45	29	11	7	4			4
2003-06-24	Forsa	45	31	12	6	3			3
2003-06-20	Infratestdimap	48	30	9	6	4			3
2003-06-19	Emnid	46	30	10	6	4			4
2003-06-19	GMS	48.1	28.1	11.2	8.1	2.3			2.2
2003-06-18	Allensbach	43.1	29.9	10.7	7.8	4			4.5
2003-06-17	Forsa	46	30	12	6	3			3
2003-06-13	Infratestdimap	47	29	10	7	4			3
2003-06-12	Emnid	46	30	10	7	4			3
2003-06-10	Forsa	45	30	11	7	4			3
2003-06-06	Infratestdimap	47	29	10	7	4			3
2003-06-06	Forschgr.Wahlen	51	28	10	6	3			2
2003-06-05	Emnid	48	27	10	7	4			4
2003-06-03	Forsa	45	30	10	8	4			3
2003-05-30	Infratestdimap	46	30	11	7	4			2
2003-05-29	Emnid	47	27	11	8	4			3
2003-05-27	Forsa	49	25	12	7	4			3
2003-05-23	Infratestdimap	47	28	10	8	4			3
2003-05-22	Emnid	49	26	11	6	5			3
2003-05-22	GMS	48.8	26.1	12.1	7.5	2.4			3.1
2003-05-20	Forsa	48	26	12	7	4			3
2003-05-16	Infratestdimap	48	27	10	8	4			3
2003-05-16	Forschgr.Wahlen	52	27	10	6	3			2
2003-05-15	Emnid	48	26	12	6	5			3
2003-05-14	Allensbach	43.9	29.4	11.3	8.9	4.2			2.3
2003-05-13	Forsa	49	26	12	6	4			3
2003-05-09	Infratestdimap	47	29	11	7	4			2
2003-05-08	Emnid	47	27	11	7	5			3
2003-05-06	Forsa	48	27	12	6	4			3
2003-05-02	Infratestdimap	48	28	10	7	4			3
2003-05-02	Forschgr.Wahlen	51	29	9	7	3			1
2003-05-01	Emnid	46	29	11	7	5			2
2003-04-29	Forsa	46	29	11	6	5			3
2003-04-25	Infratestdimap	46	30	12	6	3			3
2003-04-24	Emnid	47	30	10	7	4			2
2003-04-23	Forsa	45	30	11	7	4			3
2003-04-18	Infratestdimap	47	30	11	5	4			3
2003-04-17	Emnid	44	32	10	7	4			3
2003-04-17	GMS	46.7	27.9	12.7	8.3	2.3			2.1
2003-04-16	Forsa	44	33	11	6	3			3
2003-04-16	Allensbach	43.6	30.6	10.4	8.8	4.2			2.4
2003-04-11	Infratestdimap	46	31	10	6	3			4
2003-04-11	Forschgr.Wahlen	47	31	10	6	3			3
2003-04-10	Emnid	46	31	11	6	4			2
2003-04-09	Forsa	44	33	11	6	3			3
2003-04-04	Emnid	45	32	11	6	4			2
2003-04-04	Infratestdimap	45	31	11	6	3			4
2003-04-01	Forsa	44	33	11	6	3			3
2003-03-28	Emnid	46	30	11	7	4			2
2003-03-28	Infratestdimap	46	31	11	5	3			4
2003-03-28	Forschgr.Wahlen	50	30	11	5	3			1
2003-03-23	Forsa	45	32	11	6	3			3
2003-03-21	Emnid	48	28	11	7	4			2
2003-03-21	Infratestdimap	47	30	10	5	4			4
2003-03-19	Forsa	48	29	11	6	3			3
2003-03-19	Allensbach	46.3	27.4	10.9	8.8	4.2			2.4
2003-03-19	GMS	47.6	27.3	13	7.8	2.2			2.1
2003-03-14	Infratestdimap	49	28	11	6	3			3
2003-03-14	Forschgr.Wahlen	54	27	10	5	2			2
2003-03-13	Emnid	47	27	11	7	4			4
2003-03-12	Forsa	48	29	11	6	3			3
2003-03-07	Infratestdimap	49	27	12	6	3			3
2003-03-06	Emnid	47	28	11	7	4			3
2003-03-04	Forsa	47	30	11	6	3			3
2003-02-28	Emnid	47	28	11	7	4			3
2003-02-28	Infratestdimap	49	28	11	6	4			2
2003-02-26	Forsa	47	29	12	6	3			3
2003-02-21	Infratestdimap	49	28	11	6	3			3
2003-02-21	Forschgr.Wahlen	55	24	11	6	2			2
2003-02-20	Emnid	48	28	11	7	4			2
2003-02-19	Forsa	48	28	12	6	3			3
2003-02-19	Allensbach	47	27.6	9.8	8.6	4.2			2.8
2003-02-19	GMS	48.7	27.7	10.3	8.1	2.4			2.8
2003-02-14	Infratestdimap	49	27	12	6	3			3
2003-02-13	Emnid	49	27	11	7	4			2
2003-02-11	Forsa	48	27	12	7	3			3
2003-02-07	Infratestdimap	49	28	11	6	3			3
2003-02-07	Forschgr.Wahlen	58	22	10	6	3			1
2003-02-06	Emnid	48	29	10	6	4			3
2003-02-04	Forsa	49	27	11	7	3			3
2003-01-31	Infratestdimap	47	30	10	7	3			3
2003-01-30	Emnid	47	30	10	6	4			3
2003-01-29	Forsa	47	31	10	5	4			3
2003-01-29	Allensbach	45	31.4	8.3	8.3	4.4			2.6
2003-01-24	Infratestdimap	47	30	10	7	3			3
2003-01-24	Forschgr.Wahlen	56	25	10	4	3			2
2003-01-23	Emnid	47	31	9	6	4			3
2003-01-22	Forsa	47	31	11	5	3			3
2003-01-17	Infratestdimap	47	30	11	6	3			3
2003-01-16	Emnid	48	29	10	6	4			3
2003-01-15	Forsa	47	31	10	5	4			3
2003-01-10	Infratestdimap	48	29	12	5	3			3
2003-01-09	Emnid	47	30	10	6	4			3
2003-01-07	Forsa	47	31	11	5	3			3
2003-01-03	Emnid	48	29	10	5	5			3
2003-01-03	Infratestdimap	47	31	10	5	4			3
2003-01-01	Forsa	48	30	11	5	3			3
2002-12-20	Infratestdimap	47	30	11	5	4			3
2002-12-19	Emnid	48	29	11	5	4			3
2002-12-18	Allensbach	47.6	26.4	10.5	7.3	5			3.2
2002-12-17	Forsa	48	30	10	4	4			4
2002-12-13	Forschgr.Wahlen	55	26	9	4	3			3
2002-12-12	Emnid	49	28	10	5	5			3
2002-12-12	Infratestdimap	47	29	11	6	4			3
2002-12-11	Forsa	48	29	11	4	4			4
2002-12-06	Infratestdimap	48	28	12	5	4			3
2002-12-05	Emnid	49	28	10	5	5			3
2002-12-04	Forsa	50	27	11	4	4			4
2002-12-01	GMS	48.3	28.4	11.4	6.3	2.9			2.7
2002-11-29	Infratestdimap	48	30	11	5	4			2
2002-11-28	Emnid	50	28	10	5	4			3
2002-11-27	Forsa	50	28	10	5	4			3
2002-11-21	Emnid	48	29	10	6	4			3
2002-11-21	Infratestdimap	48	30	11	4	4			3
2002-11-20	Forsa	48	30	10	4	4			4
2002-11-15	Allensbach	44.1	32.3	9.4	6.8	4			3.4
2002-11-15	Infratestdimap	46	32	10	5	4			3
2002-11-15	Forschgr.Wahlen	55	26	9	5	3			2
2002-11-14	Emnid	46	32	9	5	5			3
2002-11-13	Forsa	46	32	10	5	4			3
2002-11-07	Emnid	44	34	10	5	4			3
2002-11-07	Infratestdimap	44	34	10	5	4			3
2002-11-06	Forsa	45	33	10	5	4			3
2002-11-01	Infratestdimap	43	35	9	6	4			3
2002-10-31	Emnid	42	35	10	5	4			4
2002-10-30	Forsa	43	35	10	6	3			3
2002-10-25	Infratestdimap	41	36	10	6	4			3
2002-10-24	Emnid	41	37	10	6	3			3
2002-10-23	Forsa	41	37	10	7	3			2
2002-10-18	Infratestdimap	40	37	10	6	4			3
2002-10-18	Forschgr.Wahlen	45	36	9	6	2			2
2002-10-17	Emnid	40	37	10	6	4			3
2002-10-17	Forsa	40	38	10	6	3			3
2002-10-11	Infratestdimap	39	38	9	7	4			3
2002-10-10	Emnid	40	38	8	7	4			3
2002-10-09	Forsa	40	38	10	6	4			2
2002-10-04	Infratestdimap	39	38	9	7	4			3
2002-10-03	Emnid	40	38	9	7	4			2
2002-10-01	Forsa	39	39	10	7	3			2
2002-09-26	Emnid	39	38	9	7	4			3
2002-09-22	Emnid	38.5	38.5	8.6	7.4	4			3.0
2002-09-22	Forsa	38.5	38.5	8.6	7.4	4			3.0
2002-09-22	Allensbach	38.5	38.5	8.6	7.4	4			3.0
2002-09-22	Allensbach	38.5	38.5	8.6	7.4	4			3.0
2002-09-22	Infratestdimap	38.5	38.5	8.6	7.4	4			3.0
2002-09-22	Forschgr.Wahlen	38.5	38.5	8.6	7.4	4			3.0
2002-09-22	Forschgr.Wahlen	38.5	38.5	8.6	7.4	4			3.0
2002-09-22	GMS	38.5	38.5	8.6	7.4	4			3.0
2002-09-20	Forsa	37.5	39	7	7.5	4.25			4.75
2002-09-20	Allensbach	37	37.5	7.5	9.5	4.5			4.0
2002-09-18	Forsa	38	40	7	8	4			3
2002-09-17	Allensbach	37.3	37	7.2	10.1	4.4			4.0
2002-09-14	Emnid	37	39	7	8	5			4
2002-09-13	Forsa	38	40	7	8	4			3
2002-09-13	Infratestdimap	36	38.5	8	8.5	4.7			4.3
2002-09-13	Forschgr.Wahlen	35	45	8	8	3			1
2002-09-12	Emnid	38	38	7	8	4			5
2002-09-11	Forsa	38	38	8	9	5			2
2002-09-11	Allensbach	37	37	7.3	10.1	4.9			3.7
2002-09-10	Emnid	38	38	7	8	4			5
2002-09-09	Infratestdimap	38	39	7.5	8.5	4			3.0
2002-09-08	Allensbach	38.2	35.2	7.2	11.2	4.9			3.3
2002-09-06	Forsa	39	39	7	9	4			2
2002-09-06	Infratestdimap	39.5	38	7.5	8.5	4			2.5
2002-09-06	Forschgr.Wahlen	39	40	8	8	3			2
2002-09-05	Emnid	39	37	6	8	5			5
2002-09-04	Forsa	39	39	7	8	4			3
2002-09-04	Allensbach	39.1	34.2	7	11.6	4.9			3.2
2002-09-04	Infratestdimap	40	39	7	8	4			2
2002-08-30	Infratestdimap	41	39	7	7	4			2
2002-08-30	Forschgr.Wahlen	39	42	7	7	4			1
2002-08-29	Emnid	40	37	6	9	4			4
2002-08-29	Forsa	39	38	7	9	4			3
2002-08-28	Forsa	40	38	7	8	5			2
2002-08-28	Allensbach	40.1	32.9	6.5	11.6	5.1			3.8
2002-08-28	GMS	38.8	33.8	8.7	9.3	5.6			3.8
2002-08-27	Emnid	40	37	6	9	4			4
2002-08-25	Allensbach	39.8	32.8	6.6	11.7	5			4.1
2002-08-23	Emnid	39	36	7	9	5			4
2002-08-23	Forsa	40	38	7	8	5			2
2002-08-23	Infratestdimap	41	36	7	8	4			4
2002-08-23	Forschgr.Wahlen	39	40	8	10	3			0
2002-08-22	Emnid	40	34	6	9	6			5
2002-08-21	Emnid	41	34	6	9	5			5
2002-08-21	Allensbach	39.7	31.9	6.7	12.8	5.6			3.3
2002-08-17	Forsa	40	36	7	8	5			4
2002-08-16	Infratestdimap	40	34	7	10	5			4
2002-08-16	Forschgr.Wahlen	43	37	8	9	2			1
2002-08-15	Emnid	40	34	7	10	5			4
2002-08-14	Forsa	41	35	6	10	4			4
2002-08-14	Allensbach	39.7	33	6.2	12.5	5.6			3.0
2002-08-12	Emnid	41	34	6	9	5			5
2002-08-09	Infratestdimap	41	34	7	9	5			4
2002-08-09	Forschgr.Wahlen	42	37	7	9	4			1
2002-08-08	Emnid	41	34	7	9	4			5
2002-08-08	Forsa	41	36	6	9	4			4
2002-08-07	Forsa	42	35	6	9	5			3
2002-08-06	Emnid	41	34	7	9	4			5
2002-08-02	Emnid	40	34	7	8	6			5
2002-08-02	Allensbach	38.8	34.2	6.9	12.1	5.6			2.4
2002-08-02	Infratestdimap	40	35	7	9	5			4
2002-08-01	Forsa	43	34	6	9	5			3
2002-07-31	Forsa	42	35	6	9	5			3
2002-07-30	Emnid	40	34	7	8	6			5
2002-07-26	Infratestdimap	41	35	7	9	5			3
2002-07-26	Forschgr.Wahlen	43	35	7	10	3			2
2002-07-25	Emnid	39	34	7	9	6			5
2002-07-25	Forsa	42	35	6	9	6			2
2002-07-24	Forsa	40	36	6	9	6			3
2002-07-19	Infratestdimap	40	35	6	9	6			4
2002-07-18	Emnid	41	35	6	9	5			4
2002-07-17	Forsa	40	37	6	8	5			4
2002-07-12	Forschgr.Wahlen	41	40	7	8	3			1
2002-07-11	Emnid	40	35	6	9	5			5
2002-07-11	Infratestdimap	40	35	6	9	6			4
2002-07-10	Forsa	39	36	7	8	6			4
2002-07-05	Infratestdimap	40	36	6	9	6			3
2002-07-04	Emnid	39	35	6	9	6			5
2002-07-04	Forsa	39	36	7	8	6			4
2002-07-03	Allensbach	38.3	33.4	6.9	13.1	5.7			2.6
2002-07-02	Forsa	39	36	6	9	6			4
2002-07-01	Emnid	39	35	6	10	5			5
2002-06-28	Forschgr.Wahlen	40	38	8	8	4			2
2002-06-27	Emnid	40	35	6	9	5			5
2002-06-27	Infratestdimap	39	36	6	10	6			3
2002-06-26	Forsa	41	35	6	9	5			4
2002-06-25	Emnid	40	34	6	9	6			5
2002-06-21	Forsa	41	35	6	9	5			4
2002-06-21	Infratestdimap	39	36	7	10	6			2
2002-06-20	Emnid	38	34	7	10	6			5
2002-06-19	Forsa	38	36	6	10	6			4
2002-06-19	GMS	39.6	36.2	6.1	10.7	6			1.4
2002-06-14	Forsa	38	36	6	10	6			4
2002-06-14	Forschgr.Wahlen	40	33	8	12	5			2
2002-06-13	Emnid	39	35	6	11	5			4
2002-06-13	Infratestdimap	39	35	7	10	6			3
2002-06-12	Forsa	38	36	6	10	6			4
2002-06-12	Allensbach	39	32.2	7.1	12.4	6.2			3.1
2002-06-11	Emnid	39	35	6	11	6			3
2002-06-10	Emnid	38	34	7	11	6			4
2002-06-06	Emnid	38	33	7	10	6			6
2002-06-06	Forsa	39	35	7	10	6			3
2002-06-06	Infratestdimap	39	34	8	10	6			3
2002-06-04	Forsa	40	35	6	9	6			4
2002-05-31	Forsa	40	34	5	10	6			5
2002-05-31	Infratestdimap	39	33	7	11	6			4
2002-05-31	Forschgr.Wahlen	41	33	8	11	4			3
2002-05-30	Emnid	39	33	6	11	6			5
2002-05-29	Forsa	38	34	6	12	6			4
2002-05-25	Forsa	39	33	6	12	6			4
2002-05-24	Infratestdimap	39	32	7	13	6			3
2002-05-23	Emnid	39	32	8	10	5			6
2002-05-19	Forsa	39	33	7	12	6			3
2002-05-17	Infratestdimap	40	32	7	12	6			3
2002-05-16	Emnid	38	33	7	12	5			5
2002-05-15	Forsa	41	32	7	11	6			3
2002-05-15	Allensbach	38.2	33.2	6.4	12.8	6.2			3.2
2002-05-15	Infratestdimap	40	32	7	12	6			3
2002-05-10	Infratestdimap	41	31	7	11	6			4
2002-05-10	Forschgr.Wahlen	42	33	9	10	4			2
2002-05-09	Emnid	39	32	6	11	6			6
2002-05-07	Forsa	41	31	7	12	6			3
2002-05-04	Emnid	40	34	6	10	6			4
2002-05-03	Infratestdimap	41	32	7	11	5			4
2002-04-29	Forsa	41	32	6	11	6			4
2002-04-27	Emnid	40	35	5	9	6			5
2002-04-26	Infratestdimap	39	34	7	10	6			4
2002-04-26	Forschgr.Wahlen	45	33	7	10	4			1
2002-04-24	Forsa	39	34	7	11	6			3
2002-04-20	Emnid	39	36	6	9	6			4
2002-04-19	Infratestdimap	39	35	7	9	6			4
2002-04-18	GMS	38.9	38.5	7.6	8.7	5.1			1.2
2002-04-17	Forsa	40	35	7	9	5			4
2002-04-17	Allensbach	37	34.5	6.5	11.9	6.9			3.2
2002-04-13	Emnid	39	37	6	8	6			4
2002-04-12	Infratestdimap	39	35	7	9	7			3
2002-04-12	Forschgr.Wahlen	44	36	7	7	4			2
2002-04-10	Forsa	40	33	7	9	7			4
2002-04-10	Infratestdimap	40	34	7	9	7			3
2002-04-06	Emnid	39	36	7	9	7			2
2002-04-05	Infratestdimap	39	34	7	9	7			4
2002-04-03	Forsa	40	34	6	9	7			4
2002-03-28	Emnid	40	36	6	9	6			3
2002-03-27	Infratestdimap	39	35	8	9	6			3
2002-03-26	Forsa	41	34	6	9	6			4
2002-03-23	Emnid	40	35	7	9	6			3
2002-03-22	Infratestdimap	41	36	7	8	5			3
2002-03-22	Forschgr.Wahlen	41	35	8	9	5			2
2002-03-20	Forsa	41	33	6	9	7			4
2002-03-20	Allensbach	37.3	34	6.6	11.9	6.6			3.6
2002-03-16	Emnid	40	36	6	8	6			4
2002-03-15	Infratestdimap	41	36	7	8	6			2
2002-03-13	Forsa	40	35	6	9	6			4
2002-03-08	Emnid	39	38	6	9	6			2
2002-03-08	Infratestdimap	40	36	6	9	6			3
2002-03-08	Forschgr.Wahlen	45	35	6	7	4			3
2002-03-06	Forsa	41	34	6	8	7			4
2002-03-02	Emnid	41	37	5	7	6			4
2002-03-01	Infratestdimap	40	36	6	9	6			3
2002-02-28	Forsa	40	35	6	9	6			4
2002-02-23	Emnid	41	37	5	9	6			2
2002-02-22	Infratestdimap	41	35	6	9	6			3
2002-02-22	Forschgr.Wahlen	43	38	8	7	4			0
2002-02-22	GMS	40.3	36.6	7.4	9.8	4.8			1.1
2002-02-21	Forsa	41	35	6	8	6			4
2002-02-20	Allensbach	36.1	34.1	6.5	13.2	6.6			3.5
2002-02-16	Emnid	41	37	5	8	6			3
2002-02-15	Infratestdimap	41	36	6	8	6			3
2002-02-10	Forsa	42	34	6	8	6			4
2002-02-09	Emnid	41	38	5	8	6			2
2002-02-08	Infratestdimap	41	36	6	8	6			3
2002-02-08	Forschgr.Wahlen	41	40	5	10	4			0
2002-02-07	Forsa	41	36	6	8	6			3
2002-02-02	Emnid	41	37	6	8	6			2
2002-02-01	Infratestdimap	41	36	6	8	7			2
2002-01-31	Forsa	40	35	6	9	6			4
2002-01-30	Allensbach	35.8	34.9	6.6	11.1	6.7			4.9
2002-01-26	Emnid	41	38	5	7	6			3
2002-01-25	Infratestdimap	40	36	6	9	7			2
2002-01-24	Forsa	41	36	5	8	6			4
2002-01-18	Emnid	40	37	6	7	7			3
2002-01-18	Infratestdimap	39	37	6	9	7			2
2002-01-18	Forschgr.Wahlen	43	38	5	8	5			1
2002-01-17	Forsa	41	36	6	7	6			4
2002-01-12	Emnid	39	38	6	7	7			3
2002-01-11	Infratestdimap	39	38	5	8	7			3
2002-01-11	Forschgr.Wahlen	42	39	5	7	6			1
2002-01-10	Forsa	37	38	6	9	6			4
2002-01-05	Emnid	37	38	6	7	7			5
2002-01-04	Infratestdimap	38	38	6	8	7			3
2002-01-03	Forsa	38	38	5	8	7			4
2001-12-22	Emnid	36	39	6	7	7			5
2001-12-21	Infratestdimap	38	37	7	8	7			3
2001-12-19	Allensbach	35.1	35.4	6.6	11.5	6.6			4.8
2001-12-15	Emnid	36	38	6	7	7			6
2001-12-14	Infratestdimap	37	38	6	8	8			3
2001-12-14	Forschgr.Wahlen	38	44	5	6	5			2
2001-12-13	Forsa	37	38	5	7	8			5
2001-12-08	Emnid	37	39	5	7	6			6
2001-12-07	Infratestdimap	36	40	6	9	7			2
2001-12-06	Forsa	34	41	6	9	6			4
2001-12-01	Emnid	36	39	5	7	8			5
2001-11-30	Infratestdimap	35	40	6	9	7			3
2001-11-29	Forsa	33	41	6	9	7			4
2001-11-24	Emnid	35	40	5	8	7			5
2001-11-23	Infratestdimap	34	41	6	9	7			3
2001-11-22	Forsa	33	42	5	9	7			4
2001-11-17	Emnid	34	40	5	9	7			5
2001-11-16	Infratestdimap	36	41	6	9	6			2
2001-11-15	Forsa	33	41	6	9	7			4
2001-11-15	Forschgr.Wahlen	39	42	6	6	5			2
2001-11-14	Allensbach	34.5	36.7	7.4	10.6	6.4			4.4
2001-11-10	Emnid	35	40	6	8	7			4
2001-11-09	Infratestdimap	35	42	5	8	7			3
2001-11-08	Forsa	33	41	6	9	7			4
2001-11-03	Emnid	35	41	6	7	6			5
2001-11-02	Infratestdimap	35	41	6	9	6			3
2001-11-01	Forsa	32	41	6	10	7			4
2001-10-27	Emnid	36	41	6	7	5			5
2001-10-26	Infratestdimap	37	41	6	8	5			3
2001-10-25	Forsa	35	42	6	7	6			4
2001-10-20	Emnid	36	41	6	7	5			5
2001-10-19	Infratestdimap	36	41	6	8	5			4
2001-10-18	Forsa	35	42	6	8	5			4
2001-10-17	Allensbach	35.7	36.8	7.4	10.9	5.7			3.5
2001-10-13	Emnid	37	39	6	8	6			4
2001-10-12	Infratestdimap	37	40	6	8	5			4
2001-10-12	Forschgr.Wahlen	39	43	6	7	4			1
2001-10-11	Forsa	34	42	6	8	6			4
2001-10-06	Emnid	36	40	6	8	5			5
2001-10-05	Infratestdimap	36	40	6	9	5			4
2001-10-04	Forsa	35	42	6	8	5			4
2001-09-29	Emnid	38	39	6	8	5			4
2001-09-29	Infratestdimap	37	41	6	8	5			3
2001-09-27	Forsa	36	41	6	8	5			4
2001-09-22	Emnid	38	38	5	10	5			4
2001-09-21	Infratestdimap	37	41	6	8	6			2
2001-09-20	Forsa	37	40	6	8	5			4
2001-09-19	Allensbach	35.7	35.9	8	10.9	6			3.5
2001-09-15	Emnid	37	38	6	8	7			4
2001-09-14	Infratestdimap	36	38	6	10	6			4
2001-09-14	Forschgr.Wahlen	39	43	6	6	3			3
2001-09-13	Forsa	36	37	7	9	6			5
2001-09-08	Emnid	37	38	6	9	6			4
2001-09-07	Infratestdimap	36	38	7	10	5			4
